Name,Nationality,National_Position,Club_Position,Height,Weight,Preffered_Foot,Age,Work_Rate,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys
Artur Boruc,Poland,,GK,193,87,Right,37,Medium / Medium,3,1,18,14,13,20,20,38,72,25,40,65,12,25,34,37,39,31,69,40,40,73,11,21,11,15,13,19,21,13
Alberto Aquilani,Italy,,CDM,186,79,Right,32,Medium / Medium,4,2,82,77,53,58,61,61,67,65,82,76,79,82,83,53,55,53,67,60,75,68,66,81,61,80,80,75,73,75
Wayne Routledge,England,,RM,170,77,Right,32,Medium / Medium,2,4,77,83,30,46,37,36,73,39,74,69,74,73,72,71,74,69,73,87,82,71,34,68,69,55,61,28,63,71
Matthias Lehmann,Germany,,LDM,179,75,Right,33,Medium / High,3,2,73,65,68,72,74,76,74,77,74,74,66,79,74,42,34,76,73,71,66,75,65,75,58,71,70,71,78,56
Steven Pienaar,South Africa,,Sub,170,66,Right,35,High / Medium,4,4,78,79,60,32,34,71,76,62,81,85,77,79,75,74,64,66,57,84,81,60,56,75,67,71,75,76,63,73
Ludovic Butelle,France,,GK,190,86,Left,33,Medium / Medium,3,1,23,11,11,11,11,40,68,25,43,17,11,31,23,49,53,31,77,28,40,74,13,24,11,12,10,15,22,12
Emiliano Moretti,Italy,,Res,182,79,Left,35,Medium / Medium,3,2,64,49,78,74,78,74,71,85,31,76,51,59,59,55,55,55,75,65,51,75,74,56,16,39,55,33,49,27
Jonas Olsson,Sweden,,RCB,193,84,Left,34,Medium / Medium,3,2,64,47,74,70,72,82,80,81,55,66,60,70,61,46,50,62,82,42,34,65,80,61,56,57,59,60,51,50
James Collins,Wales,Sub,Sub,193,90,Right,33,Low / High,3,2,59,38,74,77,78,85,70,75,54,63,38,59,65,47,34,67,85,34,33,62,81,70,38,51,29,64,51,36
Nick Rimando,United States,Sub,GK,178,83,Right,37,Medium / Medium,4,1,38,20,12,13,12,31,76,25,67,72,24,39,39,58,59,41,62,57,59,70,13,25,17,15,20,24,35,12
Dario Dainelli,Italy,,RCB,191,78,Right,37,Low / High,3,2,55,50,81,74,78,69,70,85,25,75,28,56,64,30,34,55,78,34,30,74,76,69,22,30,40,31,30,19
Maarten Stekelenburg,Netherlands,,Sub,197,92,Right,34,Medium / Medium,4,1,31,12,18,14,15,41,73,26,41,63,18,39,37,35,45,30,77,27,35,55,14,13,11,11,13,13,23,11
Paolo Cannavaro,Italy,,LCB,185,83,Right,35,Low / High,3,2,60,45,77,76,77,78,68,80,50,69,39,62,68,34,34,49,76,50,60,80,78,72,30,51,24,24,47,33
Carlos Soler,Spain,,Sub,183,72,Right,20,Medium / Medium,3,3,75,71,68,56,65,49,74,69,80,48,69,77,76,74,75,68,59,58,59,56,56,69,70,73,69,77,80,49
Raphinha,Brazil,,LW,176,66,Left,20,High / Medium,3,4,78,80,24,15,25,70,68,38,70,68,72,67,56,85,80,76,40,82,86,35,28,75,70,60,70,54,56,60
Mikel Villanueva,Venezuela,LCB,Sub,190,78,Left,23,Low / High,3,2,62,36,73,72,79,78,62,74,29,59,53,67,58,34,56,61,87,29,28,69,70,66,27,43,29,47,38,25
Federico Ricca,Uruguay,,Sub,179,72,Left,22,High / Medium,3,3,69,52,72,78,77,81,72,73,42,45,71,69,56,74,73,78,64,66,55,55,70,40,30,34,32,40,38,24
Maurício António,Brazil,,RCB,183,82,Right,25,Medium / Medium,3,2,51,46,74,70,74,78,74,75,32,45,35,68,65,66,64,62,78,56,46,85,78,45,27,22,30,29,43,30
Adalberto Peñaranda,Venezuela,Sub,Sub,183,78,Right,19,High / Medium,3,3,81,82,20,31,37,62,71,36,75,58,64,75,56,85,83,64,65,62,86,61,64,73,74,70,65,63,77,77
Franck Yannick Kessié,Ivory Coast,LAM,LCM,183,76,Right,20,Medium / Medium,4,2,76,74,68,70,77,76,76,77,66,75,64,76,73,73,75,82,81,73,67,79,68,69,67,60,55,45,69,38
Rafael Cachoira,Brazil,,LCB,188,84,Right,29,Medium / Medium,3,2,62,58,74,73,77,84,64,75,36,70,56,66,76,49,60,61,83,53,51,51,73,60,30,42,62,49,42,49
Nicholas Aldair,Brazil,,RS,187,81,Right,25,Medium / Medium,3,4,75,72,38,46,37,67,72,40,69,83,66,74,58,59,77,83,77,60,63,69,72,78,75,73,63,59,74,74
Luimo Boas Santos,Brazil,,ST,176,73,Right,29,High / Medium,4,3,76,71,25,19,20,43,79,20,64,73,42,65,56,68,77,64,67,69,78,82,73,75,75,74,79,60,74,76
Adilson Edrada,Brazil,,RAM,176,72,Right,25,Medium / Low,3,4,73,75,31,44,32,43,66,38,77,67,63,76,58,79,82,55,59,78,81,69,56,61,73,73,61,66,76,68
Allan Bardinho,Brazil,,CAM,175,72,Left,25,Medium / Medium,4,4,77,77,31,32,33,31,66,52,77,71,73,75,76,66,68,61,55,81,82,46,44,66,71,70,56,55,72,51
Simão Acunha,Brazil,,CAM,178,71,Right,29,High / Low,2,3,72,75,25,22,32,48,76,45,76,71,74,77,73,83,77,73,64,74,79,64,60,71,66,72,87,61,67,67
Gabrisco Aníbal,Brazil,,RDM,182,77,Right,25,Medium / High,3,2,72,59,73,74,70,82,81,72,56,73,62,76,71,68,70,87,72,61,61,73,72,72,57,67,57,54,66,44
Davi Parrela,Brazil,,RCB,191,88,Right,29,Medium / Medium,3,2,54,49,75,71,77,88,67,71,43,44,55,61,62,61,67,52,89,41,44,57,75,55,31,44,38,39,51,44
Kaimo Lima,Brazil,,RCB,188,77,Left,33,Medium / Medium,3,2,70,68,77,70,76,68,71,76,58,76,70,74,77,76,78,61,77,59,60,76,75,79,50,76,52,70,66,59
Victildinho,Brazil,,RB,178,75,Right,33,Medium / Medium,3,2,77,71,71,73,74,64,74,73,71,72,72,73,71,81,82,77,61,77,72,51,68,54,52,53,61,62,63,55
Andeson Trigo,Brazil,,LB,175,68,Left,29,High / Medium,3,2,73,76,65,77,74,70,82,62,73,80,75,75,72,88,82,84,67,83,87,64,60,70,60,61,84,77,67,59
Kaíquão Castro,Brazil,,GK,190,88,Right,33,Medium / Medium,2,1,21,9,10,10,10,55,72,31,71,67,9,23,22,34,38,41,81,41,31,67,10,23,8,7,8,7,21,9
Dani Rochelinhas,Brazil,,CAM,178,75,Left,25,High / Low,3,4,76,75,31,32,33,57,74,41,76,60,66,74,71,81,72,71,54,67,82,51,51,55,64,62,72,73,71,61
Laure Santeiro,Brazil,,LAM,171,63,Left,29,Medium / Medium,5,4,73,75,31,23,13,41,76,31,76,76,62,73,63,86,78,67,48,88,89,44,44,53,71,61,56,57,61,55
Jorginhson,Brazil,,RDM,178,75,Left,25,Medium / Medium,4,2,73,75,72,76,77,72,77,76,77,67,50,70,75,71,72,74,66,77,78,52,71,51,61,56,75,55,61,41
Melvin Parrela,Brazil,,RDM,188,88,Right,29,Medium / Medium,3,2,73,71,67,75,74,82,77,68,72,76,52,74,72,62,78,85,82,69,67,71,73,75,68,70,64,68,72,67
Otávio Cairinho,Brazil,,RCB,179,80,Right,25,Medium / Medium,3,2,56,44,77,76,75,82,67,72,44,57,62,64,61,56,61,61,76,63,54,82,72,61,43,54,47,55,66,43
Caio Nunson,Brazil,,LCB,185,85,Left,29,Medium / Medium,3,2,59,61,72,72,77,93,67,66,51,64,53,71,57,55,64,54,84,48,46,68,77,51,48,58,69,67,46,44
Juli Freitinho,Brazil,,LCB,192,91,Right,29,Medium / High,3,2,63,51,76,75,74,82,62,66,42,71,54,73,43,41,51,57,91,38,32,58,77,46,44,45,52,50,63,35
Alexo Baia,Brazil,,RB,175,71,Right,29,High / Medium,3,2,71,77,77,77,76,81,72,71,56,62,72,77,74,71,77,77,61,72,81,65,66,34,51,51,51,52,66,39
Silas Almeim,Brazil,,LB,177,76,Left,25,Medium / Medium,3,3,67,66,71,77,73,67,73,75,63,68,77,75,72,74,83,73,63,76,81,63,66,68,48,56,61,43,72,55
Simão Donatinho,Brazil,,GK,188,82,Left,33,Medium / Medium,2,1,25,12,10,13,10,42,75,15,58,61,12,20,20,41,46,32,60,48,58,69,12,20,10,14,20,10,29,11
Gastón Pereiro,Uruguay,,RW,188,76,Left,21,High / Medium,2,4,82,79,39,36,40,57,73,30,64,72,69,71,58,74,78,59,75,56,74,71,74,82,75,77,64,70,62,68
Aminu Umar,Nigeria,,RM,174,72,Right,22,High / Low,3,3,78,80,21,54,60,78,70,66,68,72,66,72,62,90,88,70,66,83,88,62,45,75,67,71,59,47,53,54
Yoshinori Mutō,Japan,,LS,179,72,Right,24,High / High,4,3,76,80,32,30,20,50,77,26,68,67,70,75,59,79,77,76,50,79,78,73,64,73,76,68,65,46,56,74
Viktor Kovalenko,Ukraine,,CAM,182,75,Right,21,High / High,4,3,77,75,59,55,59,57,68,68,73,64,71,76,68,79,75,87,68,69,74,64,59,74,71,73,75,75,68,76
Kasper Dolberg,Denmark,Sub,ST,187,82,Right,19,Medium / Low,4,3,78,74,20,19,24,52,67,21,68,74,42,68,54,73,78,63,79,67,68,72,68,85,75,77,67,70,71,68
Benjamin Henrichs,Germany,,RB,182,78,Right,20,High / Medium,4,3,77,75,75,69,76,61,77,69,63,74,77,77,66,77,75,74,68,69,75,65,58,62,50,46,71,49,59,53
Christian Pulisic,United States,RW,Sub,173,69,Right,18,Medium / Medium,4,4,77,82,28,33,30,44,74,30,65,60,63,73,59,88,87,67,48,83,90,83,39,72,71,54,62,58,48,67
Lucas Tousart,France,,Sub,185,83,Right,19,Medium / High,3,2,72,71,70,72,76,80,72,74,70,68,61,76,72,72,71,81,84,68,65,82,74,78,42,64,36,45,48,43
Jakub Jankto,Czech Republic,LM,LCM,184,73,Left,21,Medium / Medium,3,3,78,76,57,64,69,66,73,62,73,70,70,77,73,82,83,75,64,74,76,62,59,74,60,73,71,50,50,55
André Horta,Portugal,,Sub,174,67,Right,20,High / Medium,3,3,78,80,65,58,68,66,77,68,75,78,64,76,73,78,76,76,50,92,90,62,52,76,58,66,71,50,55,69
Presnel Kimpembe,France,,Sub,183,71,Left,21,Medium / Medium,2,2,62,53,77,79,77,72,68,77,31,72,30,65,46,73,72,65,72,65,66,75,69,47,25,27,28,32,43,28
Hernani,Brazil,,Sub,188,77,Right,23,Medium / Medium,2,2,73,69,76,69,75,78,79,74,69,69,63,76,72,68,69,70,75,53,69,62,74,75,66,77,54,75,51,57
David García,Spain,,Sub,185,72,Right,23,Medium / Medium,3,2,75,61,70,73,75,80,70,77,52,55,53,73,66,58,66,75,71,64,51,78,76,43,35,25,33,38,43,37
Mikel Merino,Spain,,Sub,187,79,Left,20,Medium / Medium,3,2,80,76,54,65,76,81,71,73,73,66,59,81,78,64,68,72,74,54,64,68,79,63,62,67,68,69,58,58
Orbelín Pineda,Mexico,Sub,RDM,168,64,Right,21,High / Medium,4,3,75,77,66,65,65,67,72,67,73,72,67,76,73,85,87,87,50,82,91,85,41,73,65,72,68,56,63,67
Rúben Neves,Portugal,,Sub,180,75,Right,20,Medium / Medium,3,3,75,73,69,68,74,70,72,75,74,68,72,80,78,65,66,74,69,67,68,73,61,77,59,74,75,70,59,64
Cristian Pavón,Argentina,,RW,175,65,Right,21,Medium / Medium,3,3,74,78,25,26,28,56,66,19,66,55,62,76,66,90,86,78,45,81,90,59,45,75,72,81,71,77,59,58
Lucas Torreira,Uruguay,,CM,168,64,Right,21,Medium / Medium,3,3,78,74,60,67,73,78,73,74,73,75,67,79,76,79,75,79,64,93,85,31,32,62,50,59,62,32,48,50
Erdem Şen,Turkey,,CDM,180,75,Right,28,Medium / High,3,2,73,70,76,73,77,72,70,81,58,63,61,75,67,67,66,78,77,65,64,61,69,71,65,72,62,68,65,61
Afonso Figueiredo,Portugal,,Sub,169,63,Left,24,High / Medium,3,2,74,71,73,78,76,74,75,76,49,68,70,69,61,79,77,75,56,87,81,70,65,75,31,34,67,37,45,35
Mario Pašalić,Croatia,,LCM,188,82,Right,22,High / High,4,3,76,74,68,64,68,76,76,71,73,73,68,78,74,65,69,77,77,54,68,69,65,77,68,75,69,57,61,64
Ömer Ali Şahiner,Turkey,,RM,175,70,Right,25,High / Medium,3,3,76,77,65,69,70,74,74,69,62,70,77,73,66,82,83,74,58,79,78,80,52,74,60,65,74,76,63,65
Toshihiro Aoyama,Japan,,RCM,174,75,Right,31,Medium / High,3,2,73,69,65,59,71,75,74,73,75,73,65,77,78,59,59,89,71,67,72,69,58,76,51,78,66,63,58,69
Alexis Blin,France,,RDM,184,78,Right,20,Medium / High,3,2,72,72,75,74,75,70,74,76,71,64,58,76,68,63,63,79,71,68,62,66,56,60,52,55,65,46,51,48
Thomas Touré,Ivory Coast,,Res,175,76,Right,23,High / Medium,3,4,75,75,41,35,42,69,69,46,74,69,69,75,63,79,80,69,67,73,82,70,67,69,68,72,76,68,66,70
Godfred Donsah,Ghana,,Sub,175,70,Right,20,Medium / Medium,2,2,78,76,60,68,68,74,72,62,74,74,74,78,76,84,78,88,74,86,82,78,56,80,58,72,68,60,60,58
Raúl,Brazil,,LCB,189,83,Left,27,Medium / Medium,3,2,57,46,75,70,74,90,68,74,39,64,56,65,62,54,51,72,82,57,59,68,75,65,41,60,37,43,51,25
Mislav Oršić,Croatia,,Sub,178,72,Right,24,High / Medium,4,3,71,79,32,31,33,40,67,29,66,74,71,71,67,86,90,68,63,90,84,58,41,77,70,70,74,80,68,68
Sebastián Driussi,Argentina,,RS,179,82,Right,21,Medium / Medium,3,3,73,72,15,16,23,48,69,20,68,55,64,76,64,84,83,82,68,69,83,67,72,74,77,71,49,40,67,73
Lovre Kalinić,Croatia,,GK,201,90,Left,26,Medium / Medium,2,1,25,17,13,17,17,37,72,24,29,55,15,22,19,30,35,32,68,22,25,69,15,25,12,19,18,13,22,15
Rafael Santos Borré,Colombia,,Sub,174,70,Right,21,Medium / Low,3,3,74,77,29,22,33,58,69,35,65,72,63,68,61,83,81,64,58,82,82,76,74,72,77,76,82,67,66,72
Léo Bonatini,Brazil,,ST,185,80,Right,23,Medium / Medium,4,3,75,72,32,31,28,67,70,33,61,73,65,61,56,76,74,67,75,60,69,72,70,79,76,74,69,63,71,70
Jaume,Spain,,Sub,187,76,Right,26,Medium / Medium,3,1,32,13,11,31,12,21,69,25,43,22,30,32,32,58,58,59,68,59,60,72,16,42,11,22,25,13,25,22
Clément Lenglet,France,,LCB,186,81,Left,21,Medium / High,4,2,75,41,76,72,77,70,72,75,32,74,36,74,69,74,69,65,74,54,51,68,70,58,23,35,25,27,43,24
Diego Rico,Spain,,LB,183,76,Left,24,Medium / Medium,2,2,67,66,68,76,74,70,65,72,63,64,76,70,57,74,82,92,76,70,69,74,69,82,38,72,71,69,43,53
Alex Alegría,Spain,,Sub,189,82,Right,24,Medium / Medium,3,3,74,71,22,25,20,53,76,19,48,53,47,62,39,55,57,63,80,48,66,56,78,74,78,68,66,22,59,80
Munir,Spain,,RW,175,69,Left,21,High / Medium,2,4,80,81,26,22,24,36,68,13,59,53,60,73,52,80,84,60,63,78,79,62,69,72,76,73,60,45,66,71
Tana,Spain,,RM,168,69,Right,26,High / Low,4,4,75,82,17,15,20,26,70,15,78,65,63,76,67,72,69,68,53,87,78,55,28,65,74,62,66,59,64,56
Hamari Traoré,Mali,,RM,174,57,Right,25,Medium / Medium,3,2,72,73,59,74,74,73,75,76,62,58,76,72,70,82,81,75,62,82,72,86,69,68,48,58,71,34,47,32
Edgar Méndez,Spain,,RM,188,76,Right,25,High / Medium,2,3,74,75,32,34,45,74,64,42,70,61,76,70,66,85,86,72,81,66,75,68,64,75,72,66,72,33,68,74
Jordan Amavi,France,,Sub,176,70,Left,23,High / Medium,3,3,73,74,72,75,73,66,72,75,68,66,77,71,59,79,79,77,64,75,77,81,68,77,66,62,68,49,66,65
Rodrigo Battaglia,Argentina,,RDM,187,79,Right,25,Medium / Medium,4,2,74,73,71,67,78,77,78,80,67,70,49,74,70,66,67,89,82,67,59,64,68,78,62,77,60,66,57,59
Ezequiel Cerutti,Argentina,,RM,179,75,Right,25,High / Medium,4,4,75,77,18,18,17,73,70,34,70,73,66,72,65,91,88,76,59,74,85,74,64,68,62,71,63,51,69,65
Djavan,Brazil,,Sub,184,76,Left,29,High / Medium,3,2,74,75,71,73,75,72,73,71,58,71,77,68,52,80,78,83,76,61,73,72,64,74,37,43,60,40,45,33
Federico Cartabia,Argentina,,RM,170,65,Left,24,High / Medium,3,4,78,81,26,27,35,80,69,34,69,49,75,77,63,83,75,62,39,83,80,62,53,80,69,75,77,72,66,59
Franco Mussis,Argentina,,CDM,174,75,Right,24,Medium / High,3,3,72,65,72,67,70,84,75,79,72,75,60,72,70,79,75,87,79,78,77,73,52,76,46,78,63,65,51,49
Marios Oikonomou,Greece,Sub,Sub,189,85,Right,24,Medium / High,3,2,64,56,78,74,78,70,66,76,30,68,30,56,60,55,65,62,84,44,50,76,74,56,14,22,20,22,27,20
Yuriy Gazinskiy,Russia,Sub,LCM,184,75,Left,27,Medium / Medium,4,2,75,67,76,71,74,76,65,75,58,64,56,78,76,63,68,80,66,58,59,70,62,64,55,50,45,44,55,50
Seko Fofana,France,,RCM,183,77,Right,21,High / Medium,3,3,78,79,59,63,71,72,68,67,72,70,62,76,72,77,75,79,79,69,74,63,58,75,60,74,61,42,56,49
Andrew Robertson,Scotland,LB,LB,178,63,Left,23,High / High,2,2,74,69,71,69,73,69,71,71,69,67,78,68,59,79,85,81,68,72,83,55,67,67,59,61,68,30,55,32
Tin Jedvaj,Croatia,,Sub,184,83,Right,21,Medium / Medium,3,2,68,60,78,76,78,83,74,76,39,69,67,69,60,75,69,73,76,65,67,81,75,65,51,39,45,30,44,43
Maxwel Cornet,France,,Sub,179,69,Left,20,High / High,4,3,79,78,22,26,32,52,69,27,65,70,66,69,48,86,86,72,70,78,82,71,68,74,76,67,72,52,70,68
Aleksandar Mitrović,Serbia,,Sub,189,82,Right,22,Medium / Medium,4,2,71,68,14,13,24,89,73,14,65,76,29,64,43,57,68,67,84,48,61,81,84,80,76,66,39,52,64,82
Naranjo,Spain,,Sub,182,72,Right,22,Medium / Medium,4,3,76,78,19,17,23,39,73,14,71,71,68,66,62,85,85,59,66,59,78,67,64,72,79,73,67,64,66,58
Deniz Türüç,Turkey,,CAM,177,72,Left,24,High / Medium,4,3,76,76,54,55,61,60,73,64,75,74,79,76,73,77,74,80,65,76,83,58,42,78,61,75,82,79,74,60
Rúben Vezo,Portugal,,RCB,183,80,Right,22,Medium / Medium,2,2,59,47,80,74,76,79,61,77,53,56,56,67,64,66,66,65,77,71,65,81,72,59,44,55,56,32,54,43
Jonathan Schunke,Argentina,,RCB,193,85,Right,30,Low / Medium,3,2,62,32,79,64,77,74,79,68,29,74,35,73,73,30,34,62,91,29,28,34,82,33,26,23,29,32,62,35
Martín Cauteruccio,Uruguay,,ST,180,76,Right,29,Medium / Medium,3,3,74,73,37,39,39,61,71,42,60,76,55,67,60,73,71,77,73,67,74,76,74,77,75,74,69,74,71,75
Lucas Zelarayán,Argentina,,Sub,172,73,Right,24,High / Low,3,4,75,79,44,35,43,50,69,44,78,61,71,73,72,78,76,70,55,86,88,79,50,73,64,65,74,73,67,69
Luciano Lollo,Argentina,,Sub,184,85,Right,30,Medium / Medium,2,2,55,37,77,72,78,73,73,71,30,70,34,57,32,37,37,53,86,52,47,90,77,42,25,25,27,29,69,28
Milton Casco,Argentina,,LB,170,69,Right,28,High / Medium,4,2,72,70,70,75,72,78,66,71,53,57,68,70,65,85,85,89,60,84,84,82,62,78,58,68,68,58,46,21
Paolo Goltz,Argentina,,RCB,185,81,Right,31,Medium / Medium,3,2,62,58,74,72,74,88,72,72,59,73,55,65,66,63,66,64,83,52,54,69,78,70,48,62,73,68,66,53
Luis Quiñones,Colombia,Sub,LM,178,70,Left,25,High / Medium,4,3,73,76,16,23,23,59,73,21,65,72,71,68,66,89,92,72,63,70,88,56,51,71,70,67,61,40,54,70
William Tesillo,Colombia,,CB,184,78,Left,27,Medium / Medium,3,2,60,49,77,74,74,69,74,85,37,62,55,60,59,60,62,69,83,46,46,49,68,27,22,26,30,32,30,31
Yimmi Chará,Colombia,,Sub,165,68,Right,25,High / Medium,4,4,73,75,29,57,61,57,72,42,72,68,65,72,65,93,91,74,68,93,93,84,49,70,67,61,41,31,62,63
Jefferson Lerma,Colombia,,Sub,179,70,Right,22,Medium / High,4,2,75,71,60,80,75,78,72,74,66,63,69,76,71,79,79,90,75,76,76,81,58,80,56,71,67,68,58,53
Pierre-Emile Højbjerg,Denmark,Sub,Sub,185,84,Right,21,Medium / Medium,4,3,77,75,65,64,72,78,75,74,74,69,66,76,74,68,68,78,75,75,73,64,60,76,52,73,69,70,51,60
Facundo Ferreyra,Argentina,,ST,187,76,Right,26,Medium / Medium,3,3,76,69,14,23,22,48,76,23,62,63,49,63,53,70,74,72,73,68,74,73,77,75,76,75,46,40,70,63
Laurent Depoitre,Belgium,,Sub,191,91,Right,28,High / High,3,2,74,65,15,38,46,77,72,32,68,73,42,70,59,51,66,83,90,35,38,68,82,77,75,63,46,29,62,69
Hernâni,Portugal,,Sub,178,69,Left,25,Medium / Medium,3,4,77,79,14,23,19,42,76,21,58,68,72,68,64,90,91,71,59,69,85,62,56,67,64,63,70,58,65,62
Jorrit Hendrix,Netherlands,,Sub,182,70,Left,22,Medium / High,4,2,75,72,71,68,70,69,74,77,66,75,57,76,83,74,70,81,72,74,73,78,73,66,51,57,52,34,54,50
Leonel Vangioni,Argentina,,Sub,181,77,Left,29,High / Medium,2,3,74,71,72,74,74,85,70,75,64,68,76,69,69,87,83,78,60,69,77,73,56,78,51,73,71,51,62,61
Arthur Masuaku,France,,Res,179,70,Left,23,High / Medium,2,2,76,78,73,73,74,65,75,66,71,75,75,71,68,85,83,75,76,74,77,69,60,77,69,71,69,48,49,61
Avilés Hurtado,Colombia,,RM,171,65,Right,29,Medium / Medium,4,3,76,81,45,48,58,60,72,40,71,64,68,74,68,90,88,79,68,83,91,75,62,67,75,62,63,61,70,70
Riechedly Bazoer,Netherlands,,RDM,184,74,Right,20,Medium / Medium,3,3,81,76,54,64,67,72,76,67,71,83,70,79,74,76,75,77,74,70,74,81,63,72,58,67,68,41,46,69
Enzo Roco,Chile,Sub,RCB,191,86,Right,24,Medium / High,3,2,68,61,77,69,75,66,73,72,49,67,40,70,60,52,54,72,84,51,55,85,79,45,43,39,27,31,34,27
Camilo Vargas,Colombia,Sub,GK,185,82,Left,28,Medium / Medium,3,1,19,16,13,15,19,22,71,23,50,22,16,23,24,42,48,35,67,45,55,69,24,25,16,13,25,23,46,13
Karol Linetty,Poland,,Sub,176,73,Right,22,High / High,3,2,76,74,63,67,76,79,73,77,73,71,59,78,73,74,73,82,65,79,75,80,57,64,60,61,62,35,50,37
Danilo Cataldi,Italy,,RCM,180,70,Right,22,Medium / Medium,3,3,77,72,66,68,70,74,70,71,73,60,70,78,75,73,72,75,65,75,74,55,63,75,66,75,67,69,52,65
Ricardo Kishna,Netherlands,,Sub,183,77,Left,22,Medium / Low,3,5,85,85,22,29,32,43,71,20,70,74,76,64,61,86,84,68,62,57,78,48,57,71,66,66,72,65,49,68
Rubén Blanco,Spain,,Sub,188,70,Right,21,Medium / Medium,3,1,10,17,22,11,11,22,66,22,33,30,18,35,29,54,52,44,35,57,52,62,15,25,18,15,18,13,22,19
Víctor Rodríguez,Spain,,Sub,170,70,Right,27,Medium / Medium,4,3,80,76,54,44,47,52,66,33,74,59,69,73,66,80,76,67,64,80,81,32,40,74,69,74,69,77,80,52
Douglas Santos,Brazil,,Sub,175,70,Left,23,High / Medium,3,2,77,75,74,80,72,66,74,71,62,59,72,65,64,77,79,74,48,79,83,73,59,79,49,70,68,69,53,50
Renato Steffen,Switzerland,,RM,170,65,Left,25,High / Medium,3,3,75,77,26,35,32,65,63,19,69,42,70,73,70,86,87,81,64,85,86,84,61,73,68,72,72,69,55,79
Ridgeciano Haps,Netherlands,,LB,175,66,Left,23,High / Medium,3,3,74,77,69,69,72,76,75,74,58,65,72,68,60,86,89,88,69,76,86,66,58,66,47,55,67,54,50,49
Garry Mendes Rodrigues,Cape Verde,,Sub,173,70,Right,26,Medium / Medium,3,3,73,77,50,44,40,70,75,44,70,59,70,72,65,87,86,81,64,79,86,65,56,71,66,69,72,61,61,72
José Rodríguez,Spain,,LDM,180,75,Right,22,Medium / Medium,3,2,78,76,70,68,72,70,75,73,76,51,73,80,75,73,68,70,69,72,74,53,42,68,63,65,63,58,64,54
Dimitrios Siovas,Greece,,Sub,192,83,Left,28,Medium / High,3,2,66,62,77,70,78,76,66,79,49,68,30,68,70,44,50,79,86,44,52,75,66,66,23,37,56,28,40,55
José Juan Vázquez,Mexico,,LDM,166,64,Right,29,Medium / High,3,2,73,60,72,69,69,75,73,83,65,77,55,79,68,77,74,88,63,92,80,79,55,70,40,67,60,62,62,48
Derlis González,Paraguay,RS,Res,172,64,Right,23,High / Medium,3,3,73,80,34,33,51,51,71,34,69,61,67,70,69,85,86,77,63,83,86,73,56,70,68,66,69,33,67,60
Gerso,Guinea Bissau,,LW,172,65,Left,26,High / Low,3,3,74,78,17,17,18,32,81,18,65,71,65,67,53,93,93,73,33,92,91,59,55,70,66,65,65,41,67,71
Nathan Aké,Netherlands,,Sub,180,75,Left,22,Medium / Medium,3,2,69,63,73,74,77,64,73,76,53,68,64,75,72,77,79,75,76,63,66,77,69,63,41,56,63,59,48,52
Isaac Becerra,Spain,,GK,180,80,Right,28,Medium / Medium,2,1,19,13,13,19,21,23,73,27,23,39,19,39,36,50,55,43,57,55,70,83,20,23,13,12,25,20,25,16
Giancarlo González,Costa Rica,,Res,186,78,Right,29,Medium / Medium,3,2,66,53,76,76,78,79,73,77,45,62,33,67,67,79,69,69,69,61,59,72,73,68,40,41,45,22,35,38
Oumar Niasse,Senegal,,Sub,182,82,Right,26,Medium / Medium,3,2,73,73,20,24,23,56,70,35,63,68,56,64,35,88,76,78,77,68,72,70,74,76,75,71,63,39,67,74
Petros Mantalos,Greece,RM,Res,176,76,Right,25,High / Medium,4,3,78,77,49,38,48,63,65,50,74,65,63,77,75,74,72,74,55,78,78,60,51,74,68,72,68,71,62,67
Vitinho,Brazil,,Sub,180,76,Right,23,Medium / Medium,4,5,79,83,18,23,30,39,70,35,67,75,66,74,59,78,80,66,57,72,83,71,52,79,77,79,66,52,70,73
Albentosa,Spain,,RCB,194,89,Right,28,Medium / Medium,3,2,55,32,75,64,80,84,71,74,42,59,41,64,63,32,47,67,92,26,36,68,73,54,51,31,32,45,42,66
Mike van der Hoorn,Netherlands,,Sub,190,81,Right,24,Medium / Medium,3,2,54,45,75,70,79,64,62,70,37,59,36,57,62,40,66,59,89,40,37,83,82,73,42,31,33,31,40,26
Insua,Spain,,LCB,183,75,Right,23,Medium / Medium,3,2,63,44,78,76,77,70,67,72,52,45,37,73,62,54,61,73,74,64,55,74,74,43,36,29,42,23,32,34
Eduardo Vargas,Chile,RW,CAM,174,77,Right,27,Medium / Low,4,4,78,81,23,36,36,60,77,25,73,73,69,72,64,84,79,76,55,83,86,78,55,77,75,73,72,68,70,81
Will Hughes,England,,Sub,185,74,Left,21,Medium / Medium,3,3,78,77,67,67,68,67,75,62,79,78,64,77,73,70,67,74,60,80,73,54,58,58,61,56,56,48,60,46
Bogdan Butko,Ukraine,,Sub,182,72,Right,26,High / Medium,3,2,70,68,78,77,72,67,76,75,63,53,74,71,63,80,78,77,68,66,76,76,56,66,34,60,61,29,36,45
